Annotation	n
GO:0015165	4490
GO:0016784	4486
GO:0042176	4486
GO:0030430	4472
GO:0050062	4465
GO:0070004	4458
GO:0019887	4449
GO:0006579	4444
GO:0006325	4437
GO:0051131	4410
GO:0010277	4406
GO:0033748	4396
GO:0045333	4371
GO:0008936	4362
GO:0018842	4357
GO:0032051	4354
GO:0071439	4352
GO:0030132	4348
GO:0030130	4346
GO:0036380	4346
GO:0005663	4344
GO:0047471	4334
GO:0050416	4325
GO:0004417	4320
GO:0033735	4288
GO:0016999	4286
GO:0042866	4285
GO:0050113	4284
GO:0018658	4278
GO:0046917	4253
GO:0000922	4240
GO:0047746	4212
GO:0101006	4206
GO:0004376	4195
GO:0008781	4181
GO:0004449	4165
GO:0051302	4159
GO:0033854	4155
GO:0016430	4150
GO:0003874	4138
GO:0006285	4137
GO:0043044	4112
GO:0008814	4101
GO:0009346	4101
GO:0006996	4082
GO:0006914	4075
GO:0030570	4060
GO:0035267	4048
GO:0033180	4034
GO:0047680	4032
GO:0031410	4026
GO:0032450	4008
GO:0004707	3997
GO:0015099	3965
GO:0008240	3949
GO:0008815	3932
GO:0006366	3921
GO:0004104	3905
GO:0032456	3893
GO:0000700	3891
GO:0018687	3884
GO:0009312	3872
GO:0004114	3866
GO:0015716	3858
GO:0004085	3857
GO:0046689	3855
GO:0009636	3851
GO:0016434	3837
GO:0000014	3826
GO:0033674	3814
GO:0006891	3809
GO:0019365	3791
GO:0052852	3784
GO:0052853	3784
GO:0052854	3784
GO:0043015	3779
GO:0006089	3773
GO:0005184	3762
GO:0006801	3749
GO:0008678	3747
GO:0033828	3724
GO:0019135	3718
GO:0008796	3716
GO:0006274	3709
GO:0042278	3661
GO:0000184	3657
GO:0000245	3653
GO:0008697	3651
GO:0004568	3632
GO:0097697	3608
GO:0008540	3603
GO:0000009	3590
GO:0032580	3516
GO:0045947	3500
GO:0097255	3488
GO:0004800	3482
GO:0051392	3481
GO:0003968	3469
GO:0070143	3469
GO:0019706	3465
GO:0043917	3464
GO:0005788	3448
GO:0030964	3439
GO:0005452	3431
GO:0047866	3426
GO:0071203	3423
GO:0003878	3397
GO:0005618	3389
GO:0006051	3369
GO:0006032	3368
GO:0047465	3368
GO:0009385	3367
GO:0004328	3353
GO:0140326	3344
GO:0004409	3341
GO:0008957	3322
GO:0048015	3313
GO:0047102	3300
GO:0009734	3292
GO:0033294	3292
GO:0051470	3292
GO:0007076	3289
GO:0008874	3287
GO:0046565	3285
GO:0016756	3281
GO:0046938	3281
GO:0102682	3273
GO:0006656	3270
GO:0008674	3259
GO:0005786	3257
GO:0008663	3256
GO:0046279	3234
GO:0047111	3216
GO:0030338	3211
GO:0034909	3173
GO:0051782	3154
GO:0050415	3145
GO:0043874	3140
GO:0009512	3129
GO:0047125	3123
GO:0047417	3108
GO:0016464	3107
GO:0009040	3105
GO:0032543	3088
GO:0047975	3088
GO:0052601	3085
GO:0106319	3085
GO:0106320	3085
GO:0015408	3084
GO:0045439	3080
GO:0018525	3069
GO:0000977	3066
GO:0004135	3057
GO:0000956	3031
GO:0015668	3029
GO:0019534	3021
GO:0015594	3014
GO:0047898	3006
GO:0019069	3000
GO:0006890	2978
GO:0018063	2977
GO:0015087	2968
GO:0102025	2964
GO:0050140	2956
GO:0047580	2949
GO:0005768	2916
GO:0032422	2904
GO:0033232	2891
GO:0008047	2880
GO:0010349	2880
GO:0008720	2875
GO:0006468	2874
GO:0033212	2870
GO:0004579	2866
GO:0043781	2859
GO:0044183	2859
GO:0042779	2855
GO:0000938	2849
GO:0043715	2833
GO:0043716	2827
GO:0004485	2805
GO:0030054	2804
GO:1902208	2792
GO:0016891	2776
GO:0033939	2773
GO:0051060	2770
GO:0019899	2769
GO:0016570	2768
GO:0000781	2767
GO:0019888	2766
GO:0030908	2762
GO:0000908	2758
GO:0017116	2741
GO:0000159	2728
GO:0045552	2714
GO:0009706	2712
GO:0031929	2712
GO:0004520	2710
GO:0030123	2710
GO:0031931	2689
GO:0002143	2674
GO:0050304	2668
GO:0047577	2660
GO:0050528	2657
GO:0060698	2633
GO:0061598	2625
GO:0008709	2614
GO:0008704	2598
GO:0017189	2588
GO:0047276	2583
GO:0046570	2582
GO:0015871	2566
GO:0033265	2564
GO:0010308	2558
GO:0051743	2553
GO:0008180	2544
GO:0015886	2544
GO:0047121	2528
GO:0080147	2527
GO:0050393	2520
GO:0070681	2515
GO:0006414	2511
GO:0004758	2508
GO:0016856	2507
GO:0003980	2501
GO:0043130	2495
GO:0045292	2495
GO:0018577	2485
GO:0043161	2485
GO:0008111	2483
GO:0016126	2482
GO:0019217	2482
GO:0000981	2453
GO:0048487	2452
GO:0007023	2450
GO:0006488	2448
GO:0004353	2438
GO:0004611	2434
GO:0010011	2428
GO:0043857	2428
GO:0009041	2408
GO:0033712	2404
GO:0050076	2401
GO:0060090	2399
GO:0009250	2396
GO:0018785	2389
GO:0031386	2374
GO:0019159	2373
GO:0030848	2373
GO:0033588	2368
GO:0032968	2365
GO:0006101	2359
GO:0008667	2349
GO:0047001	2346
GO:0080030	2346
GO:0030276	2344
GO:0043248	2339
GO:0018662	2332
GO:0045436	2330
GO:0102710	2327
GO:0018763	2323
GO:0070125	2321
GO:0003341	2318
GO:0004354	2311
GO:0006897	2310
GO:0047689	2310
GO:0035494	2308
GO:0070628	2307
GO:0052749	2305
GO:0008806	2289
GO:0022872	2289
GO:0008553	2288
GO:0005669	2287
GO:0018817	2283
GO:0008657	2269
GO:0043751	2263
GO:0120029	2251
GO:0030267	2246
GO:0000151	2243
GO:0010309	2240
GO:0060271	2240
GO:0033990	2229
GO:0005654	2227
GO:0009009	2227
GO:0016901	2226
GO:0036376	2219
GO:0033897	2217
GO:0006383	2214
GO:0047420	2212
GO:0008480	2208
GO:0004692	2195
GO:0046856	2195
GO:0030515	2184
GO:0043684	2184
GO:0044097	2184
GO:0005774	2171
GO:0007021	2160
GO:0050538	2155
GO:0070577	2155
GO:0043819	2153
GO:0016504	2151
GO:0006336	2150
GO:0004589	2149
GO:0007399	2143
GO:0018342	2143
GO:0008318	2142
GO:0016216	2140
GO:0006547	2139
GO:0004459	2135
GO:0016485	2135
GO:0046540	2135
GO:0015762	2120
GO:0000234	2112
GO:0004557	2096
GO:0000154	2078
GO:0042262	2071
GO:0008726	2047
GO:0008420	2045
GO:0070940	2044
GO:0019385	2043
GO:0033177	2040
GO:0017174	2031
GO:0007030	2030
GO:0090114	2029
GO:0003333	2024
GO:0050440	2024
GO:0017076	2019
GO:0034011	2007
GO:0000347	2001
GO:0015430	2000
GO:0005245	1997
GO:0006080	1983
GO:0016985	1982
GO:0018626	1980
GO:0018618	1979
GO:0018482	1978
GO:0004517	1973
GO:0045948	1961
GO:0042981	1950
GO:0102523	1949
GO:0005484	1947
GO:0008807	1934
GO:0099620	1922
GO:0006809	1921
GO:0110102	1917
GO:0005047	1908
GO:0000439	1905
GO:0004351	1901
GO:0043750	1896
GO:0033592	1895
GO:0008801	1893
GO:0008828	1892
GO:0019177	1892
GO:0042995	1891
GO:0005891	1889
GO:0006536	1887
GO:0034057	1887
GO:0047487	1886
GO:1990112	1886
GO:0010608	1885
GO:0050131	1885
GO:0003914	1880
GO:0005544	1873
GO:0030663	1869
GO:0009372	1867
GO:0008753	1857
GO:0000220	1849
GO:0019547	1848
GO:0047810	1848
GO:0030915	1847
GO:0008278	1845
GO:1990116	1835
GO:0017128	1833
GO:0016403	1830
GO:0003712	1829
GO:0052935	1829
GO:0009247	1827
GO:0046907	1827
GO:0047693	1823
GO:0004793	1814
GO:0047148	1808
GO:0009527	1806
GO:0010265	1804
GO:0009742	1801
GO:0030014	1798
GO:0103015	1780
GO:0006644	1764
GO:0000808	1760
GO:0033816	1759
GO:0008092	1758
GO:0031461	1752
GO:0016971	1750
GO:0018579	1750
GO:0000796	1737
GO:0061136	1737
GO:0044384	1732
GO:0070689	1715
GO:0019853	1707
GO:0046481	1703
GO:0098848	1697
GO:0004457	1695
GO:0004306	1694
GO:0051726	1687
GO:0033726	1686
GO:0016586	1681
GO:0007094	1679
GO:0016972	1679
GO:1990745	1676
GO:0008687	1673
GO:0047904	1670
GO:0051144	1664
GO:0004622	1663
GO:0051377	1653
GO:0030414	1652
GO:0072546	1649
GO:0008470	1645
GO:0055087	1644
GO:0003876	1640
GO:0004175	1638
GO:0022627	1638
GO:0018838	1636
GO:0005778	1634
GO:0008742	1623
GO:0000829	1619
GO:0048193	1619
GO:0033863	1617
GO:0035082	1617
GO:0000827	1611
GO:0000832	1611
GO:0033857	1611
GO:0052723	1611
GO:0052724	1611
GO:0102092	1611
GO:0000209	1607
GO:0010997	1601
GO:0030178	1601
GO:0019363	1592
GO:0047918	1588
GO:0043066	1583
GO:0005832	1580
GO:0019605	1579
GO:0005905	1572
GO:0036243	1572
GO:1904668	1572
GO:0097027	1568
GO:0044105	1563
GO:0050038	1563
GO:0009330	1561
GO:0047154	1561
GO:0008254	1557
GO:1905775	1555
GO:0016308	1554
GO:0008260	1553
GO:0000914	1552
GO:0047989	1552
GO:0008684	1549
GO:0042765	1549
GO:0006480	1544
GO:0031213	1544
GO:0004321	1543
GO:0008718	1538
GO:0031591	1532
GO:0008798	1522
GO:0046685	1522
GO:0009509	1518
GO:0043737	1501
GO:0062192	1496
GO:0050071	1492
GO:0050439	1492
GO:0034599	1491
GO:0046690	1488
GO:0050129	1487
GO:0006952	1484
GO:0016979	1483
GO:0022877	1480
GO:0103023	1480
GO:0003972	1476
GO:0008811	1476
GO:1902209	1464
GO:0030870	1463
GO:0090482	1463
GO:0007411	1462
GO:0018648	1460
GO:0016104	1457
GO:0017110	1457
GO:0016161	1454
GO:0102229	1454
GO:0019614	1453
GO:0003721	1452
GO:0046422	1452
GO:0018667	1440
GO:0000276	1437
GO:0015849	1435
GO:0043177	1435
GO:0047091	1432
GO:0030121	1428
GO:0055041	1428
GO:0034450	1427
GO:0000339	1423
GO:0006625	1423
GO:0008672	1420
GO:0050896	1419
GO:0035101	1415
GO:0009941	1404
GO:0034314	1394
GO:0040029	1393
GO:0061579	1393
GO:0006368	1386
GO:0042644	1386
GO:0047004	1386
GO:0018706	1384
GO:0042273	1375
GO:0051879	1374
GO:0030036	1363
GO:0043338	1358
GO:0009152	1355
GO:0050580	1354
GO:0080146	1354
GO:0015772	1351
GO:0004123	1348
GO:0034464	1348
GO:0033388	1347
GO:0047441	1345
GO:0031145	1343
GO:0000463	1342
GO:0042025	1342
GO:0044540	1338
GO:0010028	1337
GO:0071528	1329
GO:0016593	1325
GO:0004379	1322
GO:0032843	1322
GO:0045551	1322
GO:0052747	1322
GO:0016303	1317
GO:0072669	1313
GO:0030071	1312
GO:0018666	1311
GO:0019236	1310
GO:0031969	1300
GO:0030433	1299
GO:0070407	1298
GO:0031221	1297
GO:0008903	1294
GO:0050346	1293
GO:0030906	1291
GO:0004410	1289
GO:0005846	1289
GO:0102307	1289
GO:0102308	1289
GO:0050116	1285
GO:0006940	1283
GO:0046278	1282
GO:0045095	1279
GO:0005801	1277
GO:0051912	1270
GO:0060294	1267
GO:0018467	1264
GO:0018619	1258
GO:0015137	1256
GO:0018849	1255
GO:0006499	1253
GO:0000055	1249
GO:0008201	1245
GO:0047436	1242
GO:0050235	1239
GO:0050049	1231
GO:0046475	1230
GO:0050695	1228
GO:0006379	1226
GO:0047389	1226
GO:0031965	1222
GO:0008695	1219
GO:0018850	1218
GO:0005667	1214
GO:0034029	1212
GO:0016428	1210
GO:0019145	1210
GO:0033737	1210
GO:0004787	1209
GO:0051168	1208
GO:0046470	1204
GO:0031491	1201
GO:0050607	1201
GO:0070733	1197
GO:0005885	1194
GO:0046110	1192
GO:0005242	1185
GO:0016688	1179
GO:0015220	1178
GO:0106294	1178
GO:0052737	1174
GO:0016255	1172
GO:0016037	1171
GO:0031404	1171
GO:0018392	1167
GO:0031222	1165
GO:0016409	1163
GO:0047267	1160
GO:0106008	1160
GO:1900723	1158
GO:0052730	1155
GO:0000469	1154
GO:0016592	1150
GO:0018753	1149
GO:0008127	1146
GO:0004846	1141
GO:0102336	1140
GO:0102337	1140
GO:0102338	1140
GO:0102756	1140
GO:0034219	1136
GO:0016671	1135
GO:0009707	1134
GO:0004361	1132
GO:0007205	1129
GO:0102721	1129
GO:0018836	1126
GO:0050290	1124
GO:0015944	1117
GO:0046558	1117
GO:0009026	1114
GO:0046413	1114
GO:0033942	1113
GO:0004339	1108
GO:0030659	1107
GO:0045131	1107
GO:0110001	1106
GO:0099621	1105
GO:0019381	1104
GO:0051103	1104
GO:0016540	1100
GO:0061708	1100
GO:0018858	1095
GO:1990547	1093
GO:0040008	1092
GO:0035243	1087
GO:0052729	1083
GO:0000290	1082
GO:0007005	1082
GO:0042800	1082
GO:0005971	1080
GO:0042134	1080
GO:0043937	1079
GO:0050099	1079
GO:0005838	1076
GO:0000124	1074
GO:0031122	1074
GO:0048502	1072
GO:0006000	1071
GO:0006835	1070
GO:0003963	1067
GO:0102522	1067
GO:0033705	1065
GO:0003873	1061
GO:0050583	1059
GO:0007033	1057
GO:0030158	1056
GO:0097361	1056
GO:0047980	1054
GO:0008926	1046
GO:0030166	1046
GO:0045116	1046
GO:0048280	1046
GO:0006576	1042
GO:0042645	1040
GO:0031123	1039
GO:0016538	1038
GO:0043631	1038
GO:0019781	1037
GO:0035527	1035
GO:0036383	1032
GO:0050021	1032
GO:0050151	1032
GO:0005769	1027
GO:0005847	1026
GO:0050090	1025
GO:0097054	1025
GO:0003810	1023
GO:0072344	1023
GO:0000978	1022
GO:0000050	1020
GO:0050379	1015
GO:0005666	1011
GO:0047935	1010
GO:0061608	1010
GO:0051085	1004
GO:0048188	1003
GO:0033776	1001
GO:0009271	1000
GO:0000930	999
GO:0005540	999
GO:0006621	999
GO:0008994	998
GO:0033983	997
GO:0033218	996
GO:0047516	994
GO:0046923	993
GO:0043834	990
GO:0006661	989
GO:0070772	989
GO:0019180	988
GO:0070286	981
GO:0009640	979
GO:0047061	975
GO:0030008	974
GO:0050220	969
GO:0071013	969
GO:0004159	965
GO:0051787	964
GO:0004408	963
GO:0043101	962
GO:0048039	960
GO:0019295	958
GO:0047922	957
GO:0051998	955
GO:0006955	951
GO:0005093	950
GO:0005732	947
GO:0050540	946
GO:0000077	943
GO:0030136	942
GO:0043087	941
GO:0000126	938
GO:0034620	937
GO:0006597	936
GO:0044322	935
GO:0000995	934
GO:1901681	932
GO:0007224	930
GO:0016925	930
GO:0050555	930
GO:0050561	928
GO:0004313	924
GO:0043754	924
GO:0047155	923
GO:0019163	919
GO:2001059	919
GO:0004620	917
GO:0004383	913
GO:0006601	908
GO:0016436	907
GO:0042409	907
GO:0019299	906
GO:0030687	906
GO:0050093	906
GO:0098003	906
GO:0045151	902
GO:0047605	902
GO:0097023	899
GO:0009269	898
GO:0103026	898
GO:0005741	897
GO:0019948	896
GO:0006816	895
GO:0030942	894
GO:0017154	893
GO:0102984	892
GO:0016612	891
GO:0004535	890
GO:0003713	888
GO:0005747	885
GO:0006602	882
GO:0030173	881
GO:0009028	877
GO:0000244	875
GO:0102155	875
GO:0030658	874
GO:0009044	872
GO:0042838	872
GO:0033063	871
GO:0006887	869
GO:0019133	867
GO:0015446	862
GO:0050077	860
GO:0005763	854
GO:0042867	854
GO:0042393	849
GO:0046027	849
GO:0140021	849
GO:1990544	849
GO:0015661	848
GO:0016307	844
GO:0016633	841
GO:0018506	841
GO:0000974	836
GO:0005682	835
GO:0047529	835
GO:0030150	826
GO:0042355	823
GO:0047070	823
GO:0033797	822
GO:0005785	818
GO:0015753	818
GO:0042073	818
GO:0004430	816
GO:0008740	813
GO:0031314	809
GO:0042157	808
GO:0000145	806
GO:0050105	806
GO:0070534	805
GO:0000387	804
GO:0047200	804
GO:0071540	804
GO:0009607	803
GO:0050622	802
GO:0031554	801
GO:0004377	799
GO:0106261	799
GO:0102082	798
GO:0008727	797
GO:0004039	792
GO:0035721	790
GO:0000466	789
GO:0030628	786
GO:0103012	785
GO:0046975	782
GO:0000386	780
GO:0031510	780
GO:0006276	779
GO:0008662	777
GO:0006659	775
GO:0050138	772
GO:0071011	772
GO:0106245	772
GO:0008789	770
GO:0015173	769
GO:0047075	769
GO:0018529	768
GO:0102977	768
GO:0061631	766
GO:0031979	765
GO:0016785	763
GO:0004436	762
GO:0043295	762
GO:0009010	761
GO:0043021	761
GO:1905515	751
GO:0017053	746
GO:0018597	744
GO:0042170	743
GO:0018796	739
GO:0043047	739
GO:0005930	738
GO:0031132	735
GO:0017196	733
GO:0002181	730
GO:0018583	726
GO:0031047	726
GO:0030248	724
GO:0005665	723
GO:0035065	717
GO:0060170	717
GO:0005758	715
GO:0017176	713
GO:0000462	711
GO:0034077	710
GO:0006862	708
GO:0120241	708
GO:0061578	704
GO:0005675	702
GO:0015042	701
GO:0005744	700
GO:0006190	699
GO:0050483	699
GO:0009436	696
GO:0008752	695
GO:0018537	695
GO:0034480	695
GO:0018620	694
GO:0031080	694
GO:0048208	691
GO:0016774	689
GO:0015169	688
GO:0046695	687
GO:0050086	687
GO:0033734	682
GO:0001678	677
GO:0006913	677
GO:0042162	677
GO:0030242	676
GO:0007096	675
GO:0001056	674
GO:0004396	674
GO:0005956	674
GO:0019866	669
GO:0001558	668
GO:0001000	666
GO:0001054	664
GO:0032777	661
GO:0070300	659
GO:0030833	658
GO:0043564	658
GO:0097351	657
GO:0018112	656
GO:0015021	653
GO:0034196	652
GO:0047833	652
GO:0052862	652
GO:1990052	652
GO:0050609	650
GO:0061594	650
GO:0050378	649
GO:0047448	648
GO:0008872	646
GO:0051751	646
GO:0009758	645
GO:0035522	645
GO:0050053	644
GO:0019568	643
GO:0031204	643
GO:0016977	641
GO:0005849	637
GO:0052917	637
GO:0000777	636
GO:0034066	634
GO:0002224	630
GO:0030176	630
GO:0047732	629
GO:0047533	627
GO:0001164	624
GO:0004378	624
GO:0009452	623
GO:0006851	622
GO:0031116	622
GO:0070860	622
GO:0000338	621
GO:0045913	619
GO:0016973	618
GO:0007131	615
GO:0030992	614
GO:0034511	614
GO:0071277	614
GO:0007596	613
GO:0008668	612
GO:0047423	612
GO:0009704	610
GO:0031417	610
GO:0090333	610
GO:0050127	608
GO:0103111	607
GO:0006636	605
GO:0047116	604
GO:0010343	603
GO:0000127	602
GO:0031124	602
GO:0008375	601
GO:0035381	601
GO:0047422	601
GO:0050848	601
GO:0006384	600
GO:0046554	597
GO:0007275	593
GO:0003777	592
GO:0005262	591
GO:0061929	591
GO:0043785	589
GO:0005044	586
GO:0005819	584
GO:0035368	584
GO:2000266	584
GO:0030896	582
GO:0102335	582
GO:0018582	581
GO:0018669	581
GO:0000056	580
GO:0005246	577
GO:0010045	577
GO:0004320	576
GO:0016295	576
GO:0016296	576
GO:0004660	574
GO:0005965	574
GO:0018343	574
GO:0036159	574
GO:0000278	571
GO:0004504	570
GO:0009697	570
GO:0019205	570
GO:0047952	569
GO:0043755	568
GO:0005375	566
GO:0003756	565
GO:0015485	565
GO:0047244	565
GO:0052918	562
GO:0052926	562
GO:0004301	560
GO:0004663	559
GO:0030122	557
GO:0005664	555
GO:0018344	555
GO:0035615	554
GO:0043752	553
GO:0000470	550
GO:0005968	550
GO:0018710	550
GO:0000164	549
GO:0003850	549
GO:0072583	549
GO:0035312	546
GO:0103074	543
GO:0006623	540
GO:0001073	539
GO:0016573	538
GO:0018623	538
GO:0005674	536
GO:0047536	535
GO:0052588	533
GO:0102042	533
GO:0042602	531
GO:0036158	530
GO:0047761	527
GO:0018095	525
GO:0007249	524
GO:0016251	524
GO:0008285	523
GO:0016034	522
GO:0006198	519
GO:0047432	518
GO:0033814	516
GO:0045944	516
GO:0050632	516
GO:0016638	515
GO:0030688	514
GO:0005779	513
GO:0000028	512
GO:0000070	512
GO:0102318	511
GO:0000026	510
GO:0000221	509
GO:0008849	509
GO:0070273	506
GO:0080048	505
GO:0047793	504
GO:0008353	500
GO:0047117	499
GO:0004597	498
GO:0019985	498
GO:0043967	498
GO:0016691	495
GO:0008891	491
GO:0009339	491
GO:0031390	491
GO:0008568	488
GO:0008860	488
GO:0018548	488
GO:0009025	485
GO:0009854	485
GO:0005637	484
GO:0047736	484
GO:0004128	483
GO:0018628	483
GO:0048870	483
GO:0006348	482
GO:0016559	482
GO:0070985	482
GO:0048268	480
GO:0001733	479
GO:0005545	479
GO:0102388	479
GO:0008877	478
GO:0043968	478
GO:0042264	477
GO:0016602	476
GO:0009024	472
GO:0019512	472
GO:0047769	471
GO:0047837	470
GO:0009159	469
GO:0070694	469
GO:0030620	465
GO:0042577	465
GO:0099618	465
GO:0001764	464
GO:0004857	464
GO:0009404	464
GO:0071541	464
GO:0047110	462
GO:0047113	462
GO:0050840	460
GO:0008730	458
GO:0102545	458
GO:0005657	456
GO:0004071	455
GO:0030041	454
GO:0047595	454
GO:0051083	454
GO:0018859	453
GO:0007417	452
GO:0033767	452
GO:0016525	450
GO:0070325	450
GO:0005685	449
GO:0044875	449
GO:1902979	448
GO:0047330	447
GO:0047955	447
GO:0019988	446
GO:0043399	446
GO:0047602	446
GO:0102193	446
GO:0008597	445
GO:0031932	444
GO:0102704	444
GO:0050470	443
GO:0019915	441
GO:0000225	440
GO:0008120	438
GO:0102769	438
GO:0050418	436
GO:0102158	436
GO:0102343	436
GO:0102344	436
GO:0102345	436
GO:0033877	435
GO:0019789	434
GO:0042546	434
GO:0043175	433
GO:0016996	431
GO:0008906	430
GO:0033720	430
GO:0050537	429
GO:0047444	428
GO:1990380	428
GO:0019722	427
GO:0034457	426
GO:0035518	424
GO:0009737	423
GO:0015821	423
GO:0033699	423
GO:0004490	420
GO:0005787	420
GO:0034010	420
GO:0001401	419
GO:0016435	419
GO:0044260	419
GO:0018730	418
GO:0030699	418
GO:0030700	418
GO:0070476	417
GO:0033794	415
GO:0033795	415
GO:0032958	414
GO:0008707	413
GO:0050574	412
GO:0046392	411
GO:0071107	411
GO:0010125	410
GO:0006471	409
GO:0008953	409
GO:0043876	408
GO:0004610	407
GO:0015643	406
GO:0090173	405
GO:0016575	403
GO:0045047	403
GO:0034061	402
GO:0007219	400
GO:0047310	400
GO:0080100	400
GO:0102933	398
GO:0000785	397
GO:0018861	397
GO:0051260	397
GO:0031262	396
GO:0033557	394
GO:0033969	394
GO:0036038	393
GO:0031683	392
GO:0003923	391
GO:0045505	391
GO:0019087	387
GO:0051117	387
GO:0019894	383
GO:0036382	383
GO:0006283	382
GO:0015386	382
GO:0031593	381
GO:0004777	380
GO:0006376	379
GO:0033925	379
GO:0000823	377
GO:0043486	377
GO:0047326	377
GO:0102732	377
GO:0007166	376
GO:0000226	375
GO:0051723	374
GO:0006884	373
GO:0009368	373
GO:0047046	373
GO:1990426	372
GO:0045039	369
GO:0030154	366
GO:0008418	364
GO:0070773	364
GO:0089701	364
GO:0009703	362
GO:0034785	362
GO:0018774	361
GO:0019748	361
GO:0043708	361
GO:0006616	355
GO:0036265	355
GO:0042721	353
GO:0046777	353
GO:0031463	351
GO:0080130	351
GO:1901053	348
GO:0018478	347
GO:0001727	346
GO:0004398	346
GO:0005688	346
GO:0007010	346
GO:0140223	346
GO:0019001	344
GO:0047435	343
GO:0000350	342
GO:0006145	341
GO:0052875	341
GO:0030619	339
GO:0004631	338
GO:0050611	338
GO:0004566	337
GO:0015671	337
GO:0032511	337
GO:0008861	336
GO:0070988	335
GO:0102007	332
GO:0061693	331
GO:0006120	330
GO:0015803	329
GO:0033721	329
GO:0015631	328
GO:0090730	328
GO:0016035	327
GO:0016159	327
GO:0000123	326
GO:0008886	325
GO:0008907	325
GO:0016480	325
GO:0030153	325
GO:0043957	325
GO:0047694	325
GO:0019489	324
GO:0050097	324
GO:0004130	323
GO:0045132	322
GO:0018802	321
GO:0046509	321
GO:0080124	321
GO:0000932	320
GO:0010224	320
GO:0004033	318
GO:0005814	318
GO:0019670	317
GO:0019784	316
GO:0008474	314
GO:0061015	314
GO:0033234	313
GO:0050388	312
GO:0036002	310
GO:0016995	309
GO:0004100	308
GO:0009204	308
GO:0051560	306
GO:0071339	306
GO:0002151	305
GO:0030124	305
GO:0032922	305
GO:0044010	305
GO:0008273	304
GO:0018788	304
GO:0102210	304
GO:0042023	303
GO:0002084	302
GO:0018739	302
GO:0015292	300
GO:0016759	300
GO:0008980	299
GO:0050526	299
GO:0102478	296
GO:0000045	295
GO:0008768	295
GO:0009966	295
GO:0005201	294
GO:0005543	294
GO:0103011	294
GO:1904263	294
GO:0003726	293
GO:0010390	293
GO:0031305	293
GO:0000289	292
GO:0005164	292
GO:0034545	292
GO:0005861	291
GO:0035299	291
GO:0006937	290
GO:0010150	290
GO:0097602	290
GO:0004767	289
GO:0008308	289
GO:0016629	289
GO:0061575	289
GO:0010090	288
GO:0106099	288
GO:0006850	287
GO:1904294	287
GO:0051959	286
GO:0052905	286
GO:0005765	285
GO:0009235	285
GO:0030532	285
GO:0004896	283
GO:0006408	283
GO:0016880	283
GO:0035145	283
GO:0047492	283
GO:0071915	283
GO:0043666	282
GO:0005432	281
GO:0006066	279
GO:0043065	279
GO:0007029	277
GO:0016571	274
GO:0050482	274
GO:0070072	274
GO:0001516	273
GO:0005673	273
GO:0036134	273
GO:0047571	273
GO:0004574	272
GO:0010264	272
GO:0019140	271
GO:0047919	271
GO:0050111	271
GO:0018750	270
GO:0006531	269
GO:0047437	269
GO:0018800	268
GO:0031422	268
GO:0052874	268
GO:0000986	266
GO:0050297	265
GO:0015556	264
GO:0018768	264
GO:0102139	264
GO:0070682	263
GO:0019211	261
GO:0102096	261
GO:0006122	260
GO:0035303	260
GO:0006695	259
GO:0050606	259
GO:0005993	258
GO:0015012	258
GO:0035098	257
GO:0005762	256
GO:0033972	256
GO:0043731	256
GO:0006301	254
GO:0010485	254
GO:0043998	254
GO:0102036	254
GO:0045488	253
GO:1902412	253
GO:0000122	252
GO:0001534	252
GO:0004932	252
GO:0008912	252
GO:0031251	252
GO:0034722	252
GO:0052923	252
GO:0016667	251
GO:0019483	251
GO:0030772	251
GO:0005319	250
GO:0018105	249
GO:0001055	248
GO:0019079	247
GO:0036064	247
GO:0015234	246
GO:0016966	246
GO:0071006	246
GO:0000079	245
GO:0006513	244
GO:0102099	244
GO:0000811	243
GO:0047464	243
GO:0018771	242
GO:0000349	241
GO:0000329	240
GO:0051907	239
GO:0000493	237
GO:0090090	237
GO:0009038	236
GO:0097730	236
GO:0004985	234
GO:0050549	234
GO:0050832	234
GO:0052823	233
GO:0007015	232
GO:0001784	231
GO:0009750	230
GO:0018149	229
GO:0018489	228
GO:0048564	228
GO:0005272	227
GO:0008683	227
GO:0009736	227
GO:0015629	227
GO:0030479	227
GO:0050100	226
GO:0043909	222
GO:0071209	222
GO:0006839	221
GO:0048471	220
GO:0006337	219
GO:0016471	219
GO:0018775	218
GO:0050060	218
GO:0004608	217
GO:0019348	217
GO:0033192	217
GO:0097720	217
GO:0120013	217
GO:0009437	215
GO:0030496	215
GO:0047421	215
GO:0106274	215
GO:0106275	215
GO:0043014	214
GO:0051017	214
GO:0004369	213
GO:0050446	213
GO:0097020	213
GO:0045104	211
GO:0047411	211
GO:0034045	210
GO:0051786	210
GO:0015444	209
GO:0043495	209
GO:0004438	208
GO:0006896	208
GO:0010167	207
GO:0015706	207
GO:0031048	207
GO:0046577	206
GO:0016531	205
GO:0047868	205
GO:0047889	204
GO:0004630	203
GO:0034426	203
GO:0106035	203
GO:0000285	202
GO:0031151	202
GO:0050501	202
GO:0000775	201
GO:0031216	201
GO:0047874	201
GO:0005750	200
GO:0015250	200
GO:0016607	200
GO:0044070	200
GO:0005868	198
GO:0015440	198
GO:0031588	198
GO:0016095	197
GO:0047453	197
GO:0102389	197
GO:0001731	196
GO:0051056	196
GO:0061605	196
GO:0005884	194
GO:0001228	193
GO:0004839	193
