Annotation	n
GO:0016869	1
GO:0016905	1
GO:0016926	1
GO:0016937	1
GO:0017005	1
GO:0017075	1
GO:0017095	1
GO:0017099	1
GO:0017103	1
GO:0017117	1
GO:0017121	1
GO:0017126	1
GO:0017177	1
GO:0018104	1
GO:0018117	1
GO:0018171	1
GO:0018177	1
GO:0018188	1
GO:0018230	1
GO:0018395	1
GO:0018401	1
GO:0018455	1
GO:0018483	1
GO:0018513	1
GO:0018668	1
GO:0018690	1
GO:0018820	1
GO:0018873	1
GO:0018890	1
GO:0019013	1
GO:0019158	1
GO:0019161	1
GO:0019202	1
GO:0019203	1
GO:0019210	1
GO:0019212	1
GO:0019222	1
GO:0019238	1
GO:0019249	1
GO:0019316	1
GO:0019324	1
GO:0019394	1
GO:0019395	1
GO:0019404	1
GO:0019470	1
GO:0019496	1
GO:0019504	1
GO:0019530	1
GO:0019608	1
GO:0019660	1
GO:0019677	1
GO:0019702	1
GO:0019777	1
GO:0019842	1
GO:0019858	1
GO:0019896	1
GO:0019908	1
GO:0019934	1
GO:0019953	1
GO:0020003	1
GO:0020015	1
GO:0021510	1
GO:0021522	1
GO:0021532	1
GO:0021591	1
GO:0021634	1
GO:0021768	1
GO:0021794	1
GO:0021854	1
GO:0021954	1
GO:0022011	1
GO:0022027	1
GO:0022416	1
GO:0022604	1
GO:0022841	1
GO:0023035	1
GO:0023056	1
GO:0030017	1
GO:0030032	1
GO:0030046	1
GO:0030056	1
GO:0030061	1
GO:0030073	1
GO:0030099	1
GO:0030114	1
GO:0030140	1
GO:0030144	1
GO:0030149	1
GO:0030155	1
GO:0030168	1
GO:0030182	1
GO:0030212	1
GO:0030213	1
GO:0030218	1
GO:0030220	1
GO:0030223	1
GO:0030252	1
GO:0030258	1
GO:0030266	1
GO:0030277	1
GO:0030282	1
GO:0030313	1
GO:0030324	1
GO:0030331	1
GO:0030336	1
GO:0030350	1
GO:0030368	1
GO:0030426	1
GO:0030436	1
GO:0030514	1
GO:0030516	1
GO:0030517	1
GO:0030543	1
GO:0030589	1
GO:0030590	1
GO:0030593	1
GO:0030598	1
GO:0030667	1
GO:0030678	1
GO:0030684	1
GO:0030691	1
GO:0030692	1
GO:0030735	1
GO:0030742	1
GO:0030785	1
GO:0030835	1
GO:0030867	1
GO:0030869	1
GO:0030874	1
GO:0030890	1
GO:0030895	1
GO:0030903	1
GO:0030905	1
GO:0030911	1
GO:0030946	1
GO:0030989	1
GO:0031013	1
GO:0031016	1
GO:0031065	1
GO:0031078	1
GO:0031100	1
GO:0031158	1
GO:0031219	1
GO:0031249	1
GO:0031256	1
GO:0031258	1
GO:0031260	1
GO:0031269	1
GO:0031299	1
GO:0031303	1
GO:0031306	1
GO:0031310	1
GO:0031321	1
GO:0031396	1
GO:0031397	1
GO:0031406	1
GO:0031408	1
GO:0031425	1
GO:0031453	1
GO:0031459	1
GO:0031489	1
GO:0031492	1
GO:0031494	1
GO:0031518	1
GO:0031581	1
GO:0031582	1
GO:0031616	1
GO:0031623	1
GO:0031680	1
GO:0031686	1
GO:0031848	1
GO:0031860	1
GO:0031906	1
GO:0031985	1
GO:0032005	1
GO:0032021	1
GO:0032024	1
GO:0032035	1
GO:0032050	1
GO:0032092	1
GO:0032131	1
GO:0032136	1
GO:0032142	1
GO:0032143	1
GO:0032181	1
GO:0032200	1
GO:0032222	1
GO:0032272	1
GO:0032279	1
GO:0032298	1
GO:0032357	1
GO:0032377	1
GO:0032385	1
GO:0032391	1
GO:0032401	1
GO:0032402	1
GO:0032405	1
GO:0032488	1
GO:0032504	1
GO:0032527	1
GO:0032584	1
GO:0032688	1
GO:0032717	1
GO:0032720	1
GO:0032735	1
GO:0032783	1
GO:0032793	1
GO:0032837	1
GO:0032868	1
GO:0032877	1
GO:0032878	1
GO:0033062	1
GO:0033065	1
GO:0033120	1
GO:0033132	1
GO:0033135	1
GO:0033147	1
GO:0033149	1
GO:0033152	1
GO:0033164	1
GO:0033176	1
GO:0033206	1
GO:0033227	1
GO:0033228	1
GO:0033252	1
GO:0033254	1
GO:0033266	1
GO:0033292	1
GO:0033296	1
GO:0033354	1
GO:0033363	1
GO:0033389	1
GO:0033490	1
GO:0033500	1
GO:0033503	1
GO:0033572	1
GO:0033577	1
GO:0033627	1
GO:0033673	1
GO:0033678	1
GO:0033713	1
GO:0033878	1
GO:0033904	1
GO:0034025	1
GO:0034042	1
GO:0034043	1
GO:0034064	1
GO:0034122	1
GO:0034200	1
GO:0034213	1
GO:0034258	1
GO:0034335	1
GO:0034341	1
GO:0034401	1
GO:0034402	1
GO:0034446	1
GO:0034462	1
GO:0034472	1
GO:0034587	1
GO:0034589	1
GO:0034604	1
GO:0034612	1
GO:0034658	1
GO:0034659	1
GO:0034700	1
GO:0034709	1
GO:0034737	1
GO:0034756	1
GO:0034763	1
GO:0034772	1
GO:0034990	1
GO:0035002	1
GO:0035004	1
GO:0035011	1
GO:0035046	1
GO:0035064	1
GO:0035076	1
GO:0035087	1
GO:0035099	1
GO:0035100	1
GO:0035106	1
GO:0035116	1
GO:0035159	1
GO:0035173	1
GO:0035175	1
GO:0035249	1
GO:0035266	1
GO:0035278	1
GO:0035371	1
GO:0035375	1
GO:0035497	1
GO:0035498	1
GO:0035524	1
GO:0035542	1
GO:0035543	1
GO:0035599	1
GO:0035601	1
GO:0035621	1
GO:0035631	1
GO:0035649	1
GO:0035676	1
GO:0035677	1
GO:0035701	1
GO:0035792	1
GO:0035800	1
GO:0035808	1
GO:0035844	1
GO:0035863	1
GO:0035871	1
GO:0035879	1
GO:0035881	1
GO:0035889	1
GO:0035925	1
GO:0036033	1
GO:0036093	1
GO:0036178	1
GO:0036187	1
GO:0036200	1
GO:0036244	1
GO:0036249	1
GO:0036258	1
GO:0036269	1
GO:0036279	1
GO:0036290	1
GO:0036342	1
GO:0036372	1
GO:0036406	1
GO:0036408	1
GO:0036436	1
GO:0036469	1
GO:0038036	1
GO:0038039	1
GO:0038062	1
GO:0038183	1
GO:0039023	1
GO:0039503	1
GO:0039615	1
GO:0039617	1
GO:0039664	1
GO:0040012	1
GO:0040019	1
GO:0040026	1
GO:0040028	1
GO:0040034	1
GO:0040040	1
GO:0042030	1
GO:0042043	1
GO:0042054	1
GO:0042098	1
GO:0042102	1
GO:0042113	1
GO:0042125	1
GO:0042151	1
GO:0042167	1
GO:0042182	1
GO:0042246	1
GO:0042302	1
GO:0042311	1
GO:0042350	1
GO:0042427	1
GO:0042462	1
GO:0042531	1
GO:0042573	1
GO:0042574	1
GO:0042587	1
GO:0042625	1
GO:0042632	1
GO:0042733	1
GO:0042734	1
GO:0042754	1
GO:0042771	1
GO:0042819	1
GO:0042820	1
GO:0042832	1
GO:0042887	1
GO:0042906	1
GO:0042907	1
GO:0042928	1
GO:0042929	1
GO:0042974	1
GO:0043008	1
GO:0043020	1
GO:0043060	1
GO:0043067	1
GO:0043069	1
GO:0043110	1
GO:0043123	1
GO:0043154	1
GO:0043163	1
GO:0043186	1
GO:0043198	1
GO:0043249	1
GO:0043382	1
GO:0043388	1
GO:0043410	1
GO:0043434	1
GO:0043455	1
GO:0043519	1
GO:0043520	1
GO:0043522	1
GO:0043530	1
GO:0043534	1
GO:0043551	1
GO:0043580	1
GO:0043584	1
GO:0043603	1
GO:0043609	1
GO:0043617	1
GO:0043653	1
GO:0043723	1
GO:0043897	1
GO:0043904	1
GO:0043918	1
GO:0043919	1
GO:0043933	1
GO:0043955	1
GO:0043966	1
GO:0043972	1
GO:0043985	1
GO:0043992	1
GO:0043993	1
GO:0043995	1
GO:0044016	1
GO:0044242	1
GO:0044306	1
GO:0044309	1
GO:0044319	1
GO:0044344	1
GO:0044375	1
GO:0044377	1
GO:0044387	1
GO:0044395	1
GO:0044528	1
GO:0044545	1
GO:0044547	1
GO:0044612	1
GO:0044715	1
GO:0044786	1
GO:0044788	1
GO:0044806	1
GO:0044829	1
GO:0045007	1
GO:0045025	1
GO:0045056	1
GO:0045109	1
GO:0045134	1
GO:0045141	1
GO:0045142	1
GO:0045152	1
GO:0045160	1
GO:0045165	1
GO:0045167	1
GO:0045171	1
GO:0045177	1
GO:0045190	1
GO:0045196	1
GO:0045203	1
GO:0045214	1
GO:0045321	1
GO:0045338	1
GO:0045429	1
GO:0045442	1
GO:0045451	1
GO:0045489	1
GO:0045542	1
GO:0045581	1
GO:0045582	1
GO:0045595	1
GO:0045596	1
GO:0045648	1
GO:0045652	1
GO:0045736	1
GO:0045737	1
GO:0045739	1
GO:0045740	1
GO:0045741	1
GO:0045747	1
GO:0045761	1
GO:0045766	1
GO:0045814	1
GO:0045820	1
GO:0045821	1
GO:0045823	1
GO:0045824	1
GO:0045841	1
GO:0045862	1
GO:0045876	1
GO:0045887	1
GO:0045898	1
GO:0045906	1
GO:0045911	1
GO:0045959	1
GO:0045974	1
GO:0045977	1
GO:0045995	1
GO:0046037	1
GO:0046083	1
GO:0046087	1
GO:0046135	1
GO:0046208	1
GO:0046209	1
GO:0046210	1
GO:0046274	1
GO:0046318	1
GO:0046322	1
GO:0046327	1
GO:0046332	1
GO:0046342	1
GO:0046398	1
GO:0046427	1
GO:0046491	1
GO:0046493	1
GO:0046547	1
GO:0046599	1
GO:0046627	1
GO:0046651	1
GO:0046667	1
GO:0046671	1
GO:0046729	1
GO:0046740	1
GO:0046830	1
GO:0046843	1
GO:0046850	1
GO:0046863	1
GO:0046898	1
GO:0046906	1
GO:0046935	1
GO:0046990	1
GO:0047066	1
GO:0047071	1
GO:0047090	1
GO:0047241	1
GO:0047269	1
GO:0047274	1
GO:0047305	1
GO:0047338	1
GO:0047350	1
GO:0047356	1
GO:0047376	1
GO:0047440	1
GO:0047485	1
GO:0047488	1
GO:0047490	1
GO:0047508	1
GO:0047548	1
GO:0047600	1
GO:0047609	1
GO:0047651	1
GO:0047652	1
GO:0047696	1
GO:0047702	1
GO:0047757	1
GO:0047812	1
GO:0047843	1
GO:0047941	1
GO:0047956	1
GO:0047958	1
GO:0048016	1
GO:0048025	1
GO:0048048	1
GO:0048069	1
GO:0048149	1
GO:0048210	1
GO:0048239	1
GO:0048257	1
GO:0048279	1
GO:0048298	1
GO:0048304	1
GO:0048316	1
GO:0048366	1
GO:0048382	1
GO:0048386	1
GO:0048387	1
GO:0048388	1
GO:0048489	1
GO:0048507	1
GO:0048527	1
GO:0048571	1
GO:0048578	1
GO:0048579	1
GO:0048586	1
GO:0048596	1
GO:0048627	1
GO:0048629	1
GO:0048643	1
GO:0048653	1
GO:0048659	1
GO:0048708	1
GO:0048711	1
GO:0048745	1
GO:0048747	1
GO:0048752	1
GO:0048754	1
GO:0048767	1
GO:0048789	1
GO:0048829	1
GO:0048872	1
GO:0048884	1
GO:0048885	1
GO:0048916	1
GO:0048935	1
GO:0050031	1
GO:0050046	1
GO:0050075	1
GO:0050081	1
GO:0050102	1
GO:0050150	1
GO:0050185	1
GO:0050203	1
GO:0050208	1
GO:0050254	1
GO:0050268	1
GO:0050284	1
GO:0050300	1
GO:0050341	1
GO:0050391	1
GO:0050394	1
GO:0050463	1
GO:0050486	1
GO:0050509	1
GO:0050569	1
GO:0050589	1
GO:0050645	1
GO:0050687	1
GO:0050728	1
GO:0050766	1
GO:0050770	1
GO:0050801	1
GO:0050807	1
GO:0050816	1
GO:0050826	1
GO:0050868	1
GO:0050873	1
GO:0050885	1
GO:0050905	1
GO:0050918	1
GO:0050936	1
GO:0050953	1
GO:0050995	1
GO:0050997	1
GO:0051010	1
GO:0051020	1
GO:0051026	1
GO:0051031	1
GO:0051050	1
GO:0051058	1
GO:0051059	1
GO:0051099	1
GO:0051124	1
GO:0051177	1
GO:0051220	1
GO:0051237	1
GO:0051267	1
GO:0051268	1
GO:0051269	1
GO:0051274	1
GO:0051284	1
GO:0051290	1
GO:0051316	1
GO:0051351	1
GO:0051365	1
GO:0051402	1
GO:0051417	1
GO:0051457	1
GO:0051490	1
GO:0051492	1
GO:0051497	1
GO:0051653	1
GO:0051699	1
GO:0051736	1
GO:0051750	1
GO:0051788	1
GO:0051908	1
GO:0051965	1
GO:0052131	1
GO:0052544	1
GO:0052573	1
GO:0052574	1
GO:0052650	1
GO:0052662	1
GO:0052663	1
GO:0052666	1
GO:0052684	1
GO:0052746	1
GO:0052751	1
GO:0052894	1
GO:0052901	1
GO:0052903	1
GO:0052912	1
GO:0055013	1
GO:0055015	1
GO:0055028	1
GO:0055078	1
GO:0055089	1
GO:0055093	1
GO:0055120	1
GO:0060013	1
GO:0060101	1
GO:0060117	1
GO:0060149	1
GO:0060166	1
GO:0060213	1
GO:0060256	1
GO:0060260	1
GO:0060261	1
GO:0060291	1
GO:0060292	1
GO:0060307	1
GO:0060324	1
GO:0060325	1
GO:0060339	1
GO:0060348	1
GO:0060397	1
GO:0060542	1
GO:0060631	1
GO:0060696	1
GO:0060701	1
GO:0060765	1
GO:0060917	1
GO:0060962	1
GO:0060964	1
GO:0060965	1
GO:0060968	1
GO:0061001	1
GO:0061003	1
GO:0061066	1
GO:0061075	1
GO:0061086	1
GO:0061118	1
GO:0061122	1
GO:0061300	1
GO:0061403	1
GO:0061405	1
GO:0061406	1
GO:0061407	1
GO:0061409	1
GO:0061411	1
GO:0061422	1
GO:0061425	1
GO:0061426	1
GO:0061435	1
GO:0061493	1
GO:0061606	1
GO:0061632	1
GO:0061635	1
GO:0061638	1
GO:0061684	1
GO:0061744	1
GO:0061789	1
GO:0061825	1
GO:0061828	1
GO:0061830	1
GO:0061831	1
GO:0061832	1
GO:0061951	1
GO:0061995	1
GO:0062028	1
GO:0062038	1
GO:0062092	1
GO:0062201	1
GO:0065004	1
GO:0070050	1
GO:0070054	1
GO:0070059	1
GO:0070121	1
GO:0070140	1
GO:0070176	1
GO:0070178	1
GO:0070191	1
GO:0070274	1
GO:0070276	1
GO:0070292	1
GO:0070298	1
GO:0070317	1
GO:0070324	1
GO:0070373	1
GO:0070374	1
GO:0070384	1
GO:0070406	1
GO:0070409	1
GO:0070419	1
GO:0070434	1
GO:0070458	1
GO:0070530	1
GO:0070531	1
GO:0070538	1
GO:0070610	1
GO:0070686	1
GO:0070687	1
GO:0070728	1
GO:0070815	1
GO:0070836	1
GO:0070879	1
GO:0070995	1
GO:0071032	1
GO:0071034	1
GO:0071041	1
GO:0071073	1
GO:0071139	1
GO:0071163	1
GO:0071166	1
GO:0071168	1
GO:0071222	1
GO:0071261	1
GO:0071280	1
GO:0071320	1
GO:0071322	1
GO:0071329	1
GO:0071352	1
GO:0071353	1
GO:0071361	1
GO:0071380	1
GO:0071417	1
GO:0071422	1
GO:0071455	1
GO:0071465	1
GO:0071475	1
GO:0071480	1
GO:0071500	1
GO:0071513	1
GO:0071539	1
GO:0071560	1
GO:0071562	1
GO:0071568	1
GO:0071572	1
GO:0071574	1
GO:0071599	1
GO:0071678	1
GO:0071770	1
GO:0071782	1
GO:0071786	1
GO:0071787	1
GO:0071806	1
GO:0071846	1
GO:0071850	1
GO:0071851	1
GO:0071852	1
GO:0071934	1
GO:0071942	1
GO:0071972	1
GO:0071977	1
GO:0071987	1
GO:0071988	1
GO:0072089	1
GO:0072324	1
GO:0072422	1
GO:0072431	1
GO:0072553	1
GO:0072554	1
GO:0072587	1
GO:0072594	1
GO:0072666	1
GO:0072755	1
GO:0075319	1
GO:0080092	1
GO:0080111	1
GO:0080115	1
GO:0080135	1
GO:0080136	1
GO:0080139	1
GO:0080144	1
GO:0085029	1
GO:0086013	1
GO:0089721	1
GO:0090029	1
GO:0090063	1
GO:0090069	1
GO:0090089	1
GO:0090136	1
GO:0090139	1
GO:0090141	1
GO:0090171	1
GO:0090181	1
GO:0090222	1
GO:0090267	1
GO:0090293	1
GO:0090295	1
GO:0090297	1
GO:0090303	1
GO:0090336	1
GO:0090338	1
GO:0090342	1
GO:0090409	1
GO:0090410	1
GO:0090415	1
GO:0090483	1
GO:0090520	1
GO:0090555	1
GO:0090557	1
GO:0090575	1
GO:0090613	1
GO:0090661	1
GO:0097036	1
GO:0097064	1
GO:0097065	1
GO:0097079	1
GO:0097100	1
GO:0097110	1
GO:0097178	1
GO:0097198	1
GO:0097201	1
GO:0097214	1
GO:0097250	1
GO:0097269	1
GO:0097311	1
GO:0097328	1
GO:0097401	1
GO:0097505	1
GO:0097540	1
GO:0097545	1
GO:0097552	1
GO:0097553	1
GO:0097582	1
GO:0097583	1
GO:0097587	1
GO:0097621	1
GO:0097657	1
GO:0097676	1
GO:0097729	1
GO:0098505	1
GO:0098535	1
GO:0098536	1
GO:0098554	1
GO:0098641	1
GO:0098684	1
GO:0098690	1
GO:0098717	1
GO:0098743	1
GO:0098787	1
GO:0098831	1
GO:0098880	1
GO:0098969	1
GO:0099022	1
GO:0099175	1
GO:0099513	1
GO:0099525	1
GO:0099615	1
GO:0099617	1
GO:0099634	1
GO:0099638	1
GO:0099738	1
GO:0101024	1
GO:0101026	1
GO:0102031	1
GO:0102077	1
GO:0102166	1
GO:0102167	1
GO:0102212	1
GO:0102263	1
GO:0102306	1
GO:0102319	1
GO:0102530	1
GO:0102542	1
GO:0102543	1
GO:0102571	1
GO:0102661	1
GO:0102771	1
GO:0102986	1
GO:0103032	1
GO:0103073	1
GO:0106004	1
GO:0106143	1
GO:0106158	1
GO:0106264	1
GO:0110029	1
GO:0110032	1
GO:0110131	1
GO:0110147	1
GO:0110155	1
GO:0120020	1
GO:0120110	1
GO:0120133	1
GO:0120135	1
GO:0120188	1
GO:0120236	1
GO:0120242	1
GO:0120243	1
GO:0120292	1
GO:0140026	1
GO:0140107	1
GO:0140345	1
GO:0140444	1
GO:0140472	1
GO:0140582	1
GO:0140591	1
GO:0150105	1
GO:1900051	1
GO:1900060	1
GO:1900079	1
GO:1900087	1
GO:1900102	1
GO:1900150	1
GO:1900186	1
GO:1900190	1
GO:1900192	1
GO:1900240	1
GO:1900425	1
GO:1900459	1
GO:1900745	1
GO:1900754	1
GO:1901001	1
GO:1901098	1
GO:1901239	1
GO:1901241	1
GO:1901259	1
GO:1901300	1
GO:1901355	1
GO:1901373	1
GO:1901525	1
GO:1901546	1
GO:1901563	1
GO:1901610	1
GO:1901612	1
GO:1901684	1
GO:1901766	1
GO:1901796	1
GO:1901800	1
GO:1901987	1
GO:1902023	1
GO:1902065	1
GO:1902170	1
GO:1902196	1
GO:1902198	1
GO:1902236	1
GO:1902254	1
GO:1902325	1
GO:1902380	1
GO:1902416	1
GO:1902610	1
GO:1902622	1
GO:1902661	1
GO:1902766	1
GO:1902775	1
GO:1902850	1
GO:1902884	1
GO:1902904	1
GO:1902917	1
GO:1902958	1
GO:1902977	1
GO:1903003	1
GO:1903044	1
GO:1903068	1
GO:1903077	1
GO:1903109	1
GO:1903147	1
GO:1903260	1
GO:1903265	1
GO:1903298	1
GO:1903329	1
GO:1903378	1
GO:1903391	1
GO:1903424	1
GO:1903425	1
GO:1903432	1
GO:1903469	1
GO:1903602	1
GO:1903643	1
GO:1903645	1
GO:1903694	1
GO:1903818	1
GO:1903829	1
GO:1903862	1
GO:1903920	1
GO:1903935	1
GO:1904153	1
GO:1904171	1
GO:1904184	1
GO:1904234	1
GO:1904271	1
GO:1904287	1
GO:1904428	1
GO:1904439	1
GO:1904486	1
GO:1904524	1
GO:1904541	1
GO:1904568	1
GO:1904592	1
GO:1904593	1
GO:1904595	1
GO:1904776	1
GO:1904802	1
GO:1904824	1
GO:1904906	1
GO:1904967	1
GO:1905066	1
GO:1905117	1
GO:1905356	1
GO:1905467	1
GO:1905533	1
GO:1905605	1
GO:1905779	1
GO:1905824	1
GO:1990063	1
GO:1990090	1
GO:1990110	1
GO:1990124	1
GO:1990130	1
GO:1990165	1
GO:1990174	1
GO:1990195	1
GO:1990234	1
GO:1990303	1
GO:1990383	1
GO:1990385	1
GO:1990400	1
GO:1990403	1
GO:1990439	1
GO:1990452	1
GO:1990519	1
GO:1990526	1
GO:1990528	1
GO:1990531	1
GO:1990533	1
GO:1990536	1
GO:1990567	1
GO:1990604	1
GO:1990625	1
GO:1990644	1
GO:1990646	1
GO:1990678	1
GO:1990679	1
GO:1990744	1
GO:1990762	1
GO:1990798	1
GO:1990836	1
GO:1990838	1
GO:1990846	1
GO:1990877	1
GO:1990928	1
GO:1990964	1
GO:2000028	1
GO:2000144	1
GO:2000155	1
GO:2000158	1
GO:2000217	1
GO:2000218	1
GO:2000220	1
GO:2000289	1
GO:2000301	1
GO:2000323	1
GO:2000353	1
GO:2000377	1
GO:2000431	1
GO:2000617	1
GO:2000678	1
GO:2000679	1
GO:2000757	1
GO:2000758	1
GO:2000767	1
GO:2000812	1
GO:2000819	1
GO:2000850	1
GO:2001040	1
GO:2001043	1
GO:2001065	1
GO:2001069	1
GO:2001107	1
GO:2001172	1
GO:2001205	1
GO:2001241	1
